# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
9	9	0.424	*	CCW71464.1	XP_001568022.1	CBZ37381.1	KEG09850.1	KAG5495199.1	KAG5469509.1	KAG5469153.1	KPA81085.1	ORC91568.1
9	9	0.424	KNH06352.1	*	XP_001566165.1	CBZ35540.1	KEG13122.1	KAG5500449.1	KAG5474366.1	KAG5474697.1	KPA85379.1	ORC89793.1
9	9	0.423	*	CCW66871.1	XP_001568947.1	CBZ38759.1	KEG12813.1	KAG5490190.1	KAG5464145.1	KAG5464881.1	KPA81281.1	ORC85216.1
9	9	0.418	*	CCW67926.1	XP_001566645.2	CBZ36033.1	KEG10332.1	KAG5498489.1	KAG5472229.1	KAG5472608.1	KPA82970.1	ORC91083.1
9	9	0.418	KNH03746.1	CCW70237.1	XP_001562230.1	CBZ34890.1	*	KAG5501764.1	KAG5476303.1	KAG5476030.1	KPA86692.1	ORC87501.1
9	9	0.417	*	CCW66045.1	XP_001565355.1	CBZ34480.1	KEG10521.1	KAG5503428.1	KAG5477739.1	KAG5477979.1	KPA79121.1	ORC88682.1
9	9	0.416	*	CCW68032.1	XP_001566771.2	CBZ36156.1	KEG09325.1	KAG5498641.1	KAG5472354.1	KAG5472733.1	KPA83148.1	ORC90937.1
9	9	0.416	*	CCW69965.1	XP_001569185.2	CBZ39005.1	KEG10966.1	KAG5490701.1	KAG5464394.1	KAG5465130.1	KPA81638.1	ORC90335.1
9	9	0.416	*	CCW71007.1	XP_001565673.1	CBZ34851.1	KEG13249.1	KAG5502950.1	KAG5477088.1	KAG5477352.1	KPA79738.1	ORC89596.1
9	9	0.415	*	CCW66355.1	XP_003723146.1	CBZ33813.1	KEG06478.1	KAG5506535.1	KAG5480083.1	KAG5480447.1	KPA75185.1	ORC88915.1
9	9	0.415	*	CCW70873.1	XP_001565721.1	CBZ34686.1	KEG14183.1	KAG5502783.1	KAG5476919.1	KAG5477180.1	KPA79460.1	ORC91817.1
9	9	0.414	*	CCW67244.1	XP_001564695.2	CBZ33641.1	KEG09710.1	KAG5506374.1	KAG5479931.1	KAG5480313.1	KPA75425.1	ORC89086.1
9	9	0.413	*	CCW66465.1	XP_001564566.1	CBZ37783.1	KEG15305.1	KAG5494060.1	KAG5468375.1	KAG5467968.1	KPA82418.1	ORC93729.1
9	9	0.413	*	CCW68770.1	XP_001566066.1	CBZ35450.1	KEG12494.1	KAG5500356.1	KAG5474263.1	KAG5474593.1	KPA85540.1	ORC88662.1
9	9	0.413	*	CCW69384.1	XP_001568261.1	CBZ38065.1	KEG13291.1	KAG5492569.1	KAG5466737.1	KAG5466190.1	KPA86076.1	ORC92286.1
9	9	0.412	*	CCW67361.1	XP_001566500.1	CBZ35883.1	KEG08869.1	KAG5490400.1	KAG5473812.1	KAG5473531.1	KPA80516.1	ORC90211.1
9	9	0.412	*	CCW67627.1	XP_001564321.1	CBZ37522.1	KEG15661.1	KAG5493802.1	KAG5468123.1	KAG5467717.1	KPA82025.1	ORC93262.1
9	9	0.411	*	CCW68317.1	XP_001565190.1	CBZ34320.1	KEG10614.1	KAG5504431.1	KAG5478716.1	KAG5478520.1	KPA83900.1	ORC89177.1
9	9	0.409	*	CCW67998.1	XP_001566729.1	CBZ36111.1	KEG09345.1	KAG5498597.1	KAG5472308.1	KAG5472686.1	KPA83085.1	ORC90985.1
9	9	0.408	*	CCW71184.1	XP_001562030.2	CBZ31684.1	KEG06491.1	KAG5511224.1	KAG5486751.1	KAG5487315.1	KPA83716.1	ORC85331.1
9	9	0.406	*	CCW68904.1	XP_001568493.1	CBZ38296.1	KEG12126.1	KAG5492813.1	KAG5466978.1	KAG5466443.1	KPA86476.1	ORC92070.1
9	9	0.406	*	CCW69386.1	XP_001568263.2	CBZ38067.1	KEG13721.1	KAG5492571.1	KAG5466739.1	KAG5466192.1	KPA86078.1	ORC92288.1
9	9	0.404	*	CCW68461.1	XP_001567766.1	CBZ37136.1	KEG15570.1	KAG5496455.1	KAG5470802.1	KAG5470387.1	KPA85045.1	ORC87486.1
9	9	0.403	*	CCW66841.1	XP_001563174.1	CBZ32538.1	KEG08742.1	KAG5509535.1	KAG5484011.1	KAG5484315.1	KPA76528.1	ORC86164.1
9	9	0.403	*	CCW69776.1	XP_001561598.1	CBZ31247.1	KEG13734.1	KAG5511872.1	KAG5487684.1	KAG5487980.1	KPA73575.1	ORC93300.1
9	9	0.403	KNH04068.1	CCW68913.1	XP_001568502.1	CBZ38306.1	*	KAG5492822.1	KAG5466987.1	KAG5466452.1	KPA86487.1	ORC92059.1
9	9	0.402	*	CCW69520.1	XP_001562684.1	CBZ32027.1	KEG11723.1	KAG5510567.1	KAG5485498.1	KAG5486048.1	KPA77560.1	ORC85993.1
9	9	0.402	KNH05545.1	*	XP_001563154.1	CBZ32511.1	KEG10055.1	KAG5509497.1	KAG5483973.1	KAG5484285.1	KPA76568.1	ORC86205.1
9	9	0.402	KNH07477.1	*	XP_001561835.1	CBZ31483.1	KEG07984.1	KAG5511386.1	KAG5487029.1	KAG5487579.1	KPA80769.1	ORC91133.1
9	9	0.401	*	CCW66161.1	XP_001567829.1	CBZ37201.1	KEG15294.1	KAG5495018.1	KAG5469329.1	KAG5468977.1	KPA76752.1	ORC90505.1
9	9	0.399	*	CCW69374.1	XP_001568251.1	CBZ38055.1	KEG13280.1	KAG5492561.1	KAG5466727.1	KAG5466180.1	KPA86064.1	ORC92274.1
9	9	0.398	*	CCW69802.1	XP_001563322.1	CBZ32690.1	KEG07435.1	KAG5509365.1	KAG5483289.1	KAG5483704.1	KPA77181.1	ORC86348.1
9	9	0.398	*	CCW71092.1	XP_001565866.1	CBZ35245.1	KEG13479.1	KAG5501450.1	KAG5475333.1	KAG5475590.1	KPA80917.1	ORC91686.1
9	9	0.396	*	CCW66567.1	XP_001564450.1	CBZ37672.1	KEG09136.1	KAG5493952.1	KAG5468259.1	KAG5467858.1	KPA82265.1	ORC93607.1
9	9	0.396	*	CCW67528.1	XP_001561783.1	CBZ31438.1	KEG13787.1	KAG5511692.1	KAG5487534.1	KAG5487878.1	KPA75596.1	ORC85385.1
9	9	0.395	*	CCW67804.1	XP_001563571.1	CBZ32947.1	KEG09787.1	KAG5509151.1	KAG5482930.1	KAG5483086.1	KPA75066.1	ORC88189.1
9	9	0.395	*	CCW69746.1	XP_001566177.1	CBZ31287.1	KEG15557.1	KAG5511910.1	KAG5487723.1	KAG5488020.1	KPA73628.1	ORC93337.1
9	9	0.394	*	CCW70196.1	XP_001562294.1	CBZ34947.1	KEG07628.1	KAG5501817.1	KAG5476364.1	KAG5476086.1	KPA86779.1	ORC87631.1
9	9	0.394	KNH03647.1	CCW71056.1	XP_001565916.1	CBZ35294.1	*	KAG5501498.1	KAG5475381.1	KAG5475640.1	KPA80984.1	ORC91741.1
9	9	0.393	*	CCW68579.1	XP_001566306.1	CBZ35683.1	KEG12442.1	KAG5500592.1	KAG5474509.1	KAG5474849.1	KPA85137.1	ORC87006.1
9	9	0.392	*	CCW69149.1	XP_001564018.1	CBZ33394.1	KEG15165.1	KAG5507625.1	KAG5481058.1	KAG5481379.1	KPA78569.1	ORC92682.1
9	9	0.391	*	CCW67332.1	XP_001567025.1	CBZ35921.1	KEG11302.1	KAG5490370.1	KAG5473840.1	KAG5473561.1	KPA80568.1	ORC90255.1
9	9	0.388	*	CCW68768.1	XP_001566069.1	CBZ35453.1	KEG08633.1	KAG5500359.1	KAG5474266.1	KAG5474596.1	KPA85537.1	ORC88665.1
9	9	0.388	*	CCW71227.1	XP_001561970.1	CBZ31620.1	KEG09432.1	KAG5511166.1	KAG5486695.1	KAG5487246.1	KPA83624.1	ORC85248.1
9	9	0.386	*	CCW67395.1	XP_001566457.2	CBZ35837.1	KEG14406.1	KAG5490446.1	KAG5473770.1	KAG5473488.1	KPA80456.1	ORC90174.1
9	9	0.386	KNH07633.1	*	XP_001565119.2	CBZ34244.1	KEG12835.1	KAG5504358.1	KAG5478638.1	KAG5478426.1	KPA84076.1	ORC89271.1
9	9	0.385	*	CCW70076.1	XP_001569308.1	CBZ39126.1	KEG08229.1	KAG5490831.1	KAG5464514.1	KAG5465251.1	KPA81859.1	ORC85541.1
9	9	0.385	KNH07494.1	*	XP_001565840.1	CBZ35217.1	KEG09689.1	KAG5501421.1	KAG5475302.1	KAG5475562.1	KPA80875.1	ORC91659.1
9	9	0.384	*	CCW66058.1	XP_001565342.1	CBZ34464.1	KEG09263.1	KAG5503415.1	KAG5477726.1	KAG5477965.1	KPA79092.1	ORC84548.1
9	9	0.384	*	CCW70247.1	XP_003723147.1	CBZ32500.1	KEG11262.1	KAG5509902.1	KAG5484535.1	KAG5484924.1	KPA75652.1	ORC85902.1
9	9	0.384	*	CCW70289.1	XP_001564790.1	CBZ33894.1	KEG12789.1	KAG5505716.1	KAG5479403.1	KAG5479787.1	KPA78208.1	ORC89442.1
9	9	0.383	*	CCW68321.1	XP_001565193.1	CBZ34325.1	KEG09092.1	KAG5504438.1	KAG5478720.1	KAG5478525.1	KPA83887.1	ORC89184.1
9	9	0.383	*	CCW68590.1	XP_001566291.1	CBZ35666.1	KEG10107.1	KAG5500575.1	KAG5474492.1	KAG5474833.1	KPA85162.1	ORC87019.1
9	9	0.383	*	CCW69521.1	XP_003722957.1	CBZ32026.1	KEG11727.1	KAG5510566.1	KAG5485497.1	KAG5486047.1	KPA77559.1	ORC85994.1
9	9	0.382	*	CCW66431.1	XP_001564617.1	CBZ37834.1	KEG14265.1	KAG5494106.1	KAG5468425.1	KAG5468018.1	KPA82482.1	ORC93789.1
9	9	0.382	*	CCW70165.1	XP_001562338.1	CBZ34990.1	KEG08921.1	KAG5501860.1	KAG5476408.1	KAG5476130.1	KPA86849.1	ORC87578.1
9	9	0.382	*	CCW71688.1	XP_001563675.1	CBZ33053.1	KEG08738.1	KAG5508782.1	KAG5481996.1	KAG5482353.1	KPA77878.1	ORC89939.1
9	9	0.381	*	CCW71482.1	XP_001567993.1	CBZ37352.1	KEG07722.1	KAG5495171.1	KAG5469482.1	KAG5469124.1	KPA81123.1	ORC91539.1
9	9	0.379	*	CCW66525.1	XP_001564494.1	CBZ37717.1	KEG06742.1	KAG5493994.1	KAG5468301.1	KAG5467901.1	KPA82326.1	ORC93656.1
9	9	0.378	KNH04275.1	CCW67425.1	XP_001566422.1	CBZ35801.1	*	KAG5490483.1	KAG5473731.1	KAG5473449.1	KPA80388.1	ORC90130.1
9	9	0.377	*	CCW67000.1	XP_001568792.2	CBZ38602.1	KEG11390.1	KAG5490028.1	KAG5463984.1	KAG5464718.1	KPA80075.1	ORC93024.1
9	9	0.376	*	CCW66260.1	XP_001567968.1	CBZ37326.1	KEG11956.1	KAG5495146.1	KAG5469455.1	KAG5469097.1	KPA81172.1	ORC90655.1
9	9	0.375	*	CCW68772.1	XP_001566063.1	CBZ35447.1	KEG12490.1	KAG5500353.1	KAG5474260.1	KAG5474590.1	KPA85543.1	ORC88658.1
9	9	0.375	*	CCW69603.1	XP_001564052.2	CBZ33427.1	KEG15145.1	KAG5507656.1	KAG5481089.1	KAG5481411.1	KPA78609.1	ORC92714.1
9	9	0.375	*	CCW70790.1	XP_001563848.2	CBZ33236.1	KEG15072.1	KAG5508213.1	KAG5481541.1	KAG5481849.1	KPA76195.1	ORC80568.1
9	9	0.375	*	CCW71079.1	XP_001565885.1	CBZ35264.1	KEG11609.1	KAG5501468.1	KAG5475351.1	KAG5475609.1	KPA80940.1	ORC91706.1
9	9	0.374	*	CCW69090.1	XP_001561893.2	CBZ31545.1	KEG05681.1	KAG5511447.1	KAG5487087.1	KAG5487642.1	KPA73337.1	ORC85070.1
9	9	0.373	*	CCW71848.1	XP_001564716.1	CBZ33816.1	KEG14515.1	KAG5505642.1	KAG5479323.1	KAG5479705.1	KPA78098.1	ORC89334.1
9	9	0.371	KNH05521.1	*	XP_001565025.1	CBZ34140.1	KEG14463.1	KAG5504989.1	KAG5479106.1	KAG5479268.1	KPA85760.1	ORC87979.1
9	9	0.37	*	CCW71804.1	XP_001564770.1	CBZ33872.1	KEG09447.1	KAG5505693.1	KAG5479379.1	KAG5479764.1	KPA78177.1	ORC89397.1
9	9	0.37	*	CCW71946.1	XP_001568231.2	CBZ38035.1	KEG09353.1	KAG5492543.1	KAG5466711.1	KAG5466159.1	KPA86035.1	ORC84109.1
9	9	0.369	*	CCW71460.1	XP_001568025.1	CBZ37384.1	KEG09637.1	KAG5495202.1	KAG5469512.1	KAG5469156.1	KPA81082.1	ORC91571.1
9	9	0.369	*	CCW71577.1	XP_001567189.1	CBZ36574.1	KEG05423.1	KAG5497632.1	KAG5471393.1	KAG5471719.1	KPA78851.1	ORC86731.1
9	9	0.367	KNH03661.1	*	XP_001562788.1	CBZ32136.1	KEG08450.1	KAG5488356.1	KAG5484943.1	KAG5485605.1	KPA75889.1	ORC86823.1
9	9	0.366	*	CCW68632.1	XP_001566250.1	CBZ35621.1	KEG10506.1	KAG5500532.1	KAG5474448.1	KAG5474785.1	KPA85234.1	ORC87071.1
9	9	0.365	*	CCW67737.1	XP_001567646.2	CBZ37013.1	KEG11018.1	KAG5496331.1	KAG5470676.1	KAG5470260.1	KPA84880.1	ORC87348.1
9	9	0.363	*	CCW66792.1	XP_001563221.1	CBZ32585.1	KEG08480.1	KAG5509580.1	KAG5484057.1	KAG5484362.1	KPA76447.1	ORC86098.1
9	9	0.363	*	CCW71922.1	XP_001568207.2	CBZ38003.1	KEG07956.1	KAG5492513.1	KAG5466679.1	KAG5466128.1	KPA85972.1	ORC84648.1
9	9	0.362	*	CCW67651.1	XP_001564301.1	CBZ37489.1	KEG11464.1	KAG5493774.1	KAG5468095.1	KAG5467685.1	KPA81980.1	ORC93227.1
9	9	0.362	*	CCW69440.1	XP_001568342.1	CBZ38142.1	KEG12982.1	KAG5492657.1	KAG5466819.1	KAG5466274.1	KPA86210.1	ORC92238.1
9	9	0.36	*	CCW69700.1	XP_001563796.1	CBZ33182.1	KEG13846.1	KAG5508163.1	KAG5481491.1	KAG5481798.1	KPA76109.1	ORC87826.1
9	9	0.359	*	CCW71068.1	XP_001565900.1	CBZ35278.1	KEG10538.1	KAG5501481.1	KAG5475364.1	KAG5475623.1	KPA80964.1	ORC91723.1
9	9	0.358	*	CCW69401.1	XP_001568295.1	CBZ38095.1	KEG05495.1	KAG5492607.1	KAG5466771.1	KAG5466225.1	KPA86125.1	ORC92326.1
9	9	0.354	KNH07325.1	CCW72080.1	XP_001562545.1	CBZ31733.1	KEG12177.1	KAG5510910.1	*	KAG5486839.1	KPA74341.1	ORC86537.1
9	9	0.352	*	CCW70726.1	XP_001562441.1	CBZ35107.1	KEG11486.1	KAG5501998.1	KAG5476518.1	KAG5476245.1	KPA74147.1	ORC92832.1
9	9	0.351	*	CCW67347.1	XP_001566517.2	CBZ35902.1	KEG12534.1	KAG5490385.1	KAG5473826.1	KAG5473546.1	KPA80540.1	ORC90227.1
9	9	0.348	*	CCW69122.1	XP_001563931.1	CBZ33310.1	KEG10665.1	KAG5507537.1	KAG5480973.1	KAG5481295.1	KPA78431.1	ORC92593.1
9	9	0.347	*	CCW66610.1	XP_003722984.1	CBZ37604.1	KEG13133.1	KAG5493891.1	KAG5468196.1	KAG5467794.1	KPA82172.1	ORC93532.1
9	9	0.347	*	CCW67607.1	XP_001564340.2	CBZ37545.1	KEG15640.1	KAG5493823.1	KAG5468147.1	KAG5467745.1	KPA82064.1	ORC93284.1
9	9	0.346	KNH05730.1	CCW66704.1	XP_001562727.1	CBZ32072.1	KEG09485.1	*	KAG5485543.1	KAG5486093.1	KPA77646.1	ORC84299.1
9	9	0.345	*	CCW65992.1	XP_001565398.2	CBZ34548.1	KEG09098.1	KAG5503498.1	KAG5477809.1	KAG5478048.1	KPA79231.1	ORC88785.1
9	9	0.344	*	CCW66251.1	XP_001567960.1	CBZ37318.1	KEG09126.1	KAG5495138.1	KAG5469446.1	KAG5469088.1	KPA81162.1	ORC90663.1
9	9	0.34	*	CCW67721.1	XP_001567626.2	CBZ36994.1	KEG13536.1	KAG5496313.1	KAG5470657.1	KAG5470243.1	KPA84848.1	ORC87324.1
9	9	0.339	*	CCW66568.1	XP_001564448.1	CBZ37670.1	KEG08118.1	KAG5493950.1	KAG5468257.1	KAG5467856.1	KPA82260.1	ORC93602.1
9	9	0.339	*	CCW67423.1	XP_001566423.1	CBZ35802.1	KEG13878.1	KAG5490482.1	KAG5473733.1	KAG5473451.1	KPA80392.1	ORC90132.1
9	9	0.339	*	CCW71004.1	XP_001565670.1	CBZ34848.1	KEG13253.1	KAG5502947.1	KAG5477085.1	KAG5477349.1	KPA79733.1	ORC89600.1
9	9	0.337	*	CCW66030.1	XP_001565367.1	CBZ34492.1	KEG11551.1	KAG5503440.1	KAG5477751.1	KAG5477990.1	KPA79137.1	ORC88695.1
9	9	0.337	*	CCW66463.1	XP_001564570.1	CBZ37786.1	KEG15309.1	KAG5494063.1	KAG5468378.1	KAG5467971.1	KPA82421.1	ORC93732.1
9	9	0.337	*	CCW70309.1	XP_001564812.2	CBZ33918.1	KEG08532.1	KAG5505736.1	KAG5479423.1	KAG5479808.1	KPA78240.1	ORC89469.1
9	9	0.335	*	CCW67756.1	XP_001567668.2	CBZ37035.1	KEG10593.1	KAG5496353.1	KAG5470698.1	KAG5470282.1	KPA84909.1	ORC87373.1
9	9	0.335	*	CCW68585.1	XP_001566296.1	CBZ35673.1	KEG06305.1	KAG5500582.1	KAG5474499.1	KAG5474840.1	KPA85154.1	ORC87013.1
9	9	0.333	*	CCW71052.1	XP_001565923.2	CBZ35299.1	KEG09371.1	KAG5501504.1	KAG5475386.1	KAG5475645.1	KPA80993.1	ORC91746.1
9	9	0.332	*	CCW65911.1	XP_001565493.1	CBZ34618.1	KEG11317.1	KAG5503565.1	KAG5477880.1	KAG5478117.1	KPA79351.1	ORC88872.1
9	9	0.331	*	CCW70292.1	XP_001564795.1	CBZ33900.1	KEG12796.1	KAG5505721.1	KAG5479408.1	KAG5479792.1	KPA78215.1	ORC89447.1
9	9	0.33	*	CCW70415.1	XP_001561549.2	CBZ31198.1	KEG09995.1	KAG5512109.1	KAG5487935.1	KAG5488177.1	KPA74916.1	ORC85018.1
9	9	0.329	*	CCW72263.1	XP_001568285.1	CBZ38086.1	KEG14394.1	KAG5492592.1	KAG5466759.1	KAG5466213.1	KPA86105.1	ORC92318.1
9	9	0.328	*	CCW68928.1	XP_001568520.1	CBZ38324.1	KEG11372.1	KAG5492840.1	KAG5467005.1	KAG5466470.1	KPA86510.1	ORC92042.1
9	9	0.327	KNH09283.1	*	XP_001565778.1	CBZ35177.1	KEG06455.1	KAG5501370.1	KAG5475251.1	KAG5475509.1	KPA73535.1	ORC85665.1
9	9	0.326	*	CCW70939.1	XP_001565609.2	CBZ34769.1	KEG09176.1	KAG5502866.1	KAG5477006.1	KAG5477270.1	KPA79603.1	ORC85755.1
9	9	0.323	*	CCW66894.1	XP_001568919.1	CBZ38730.1	KEG12906.1	KAG5490159.1	KAG5464114.1	KAG5464852.1	KPA81241.1	ORC85183.1
9	9	0.321	*	CCW67897.1	XP_001563466.1	CBZ32835.1	KEG09578.1	KAG5509048.1	KAG5482797.1	KAG5482976.1	KPA73283.1	ORC88069.1
9	9	0.32	*	CCW71103.1	XP_001565851.1	CBZ35230.1	KEG13593.1	KAG5501434.1	KAG5475316.1	KAG5475575.1	KPA80896.1	ORC91670.1
9	9	0.319	*	CCW67696.1	XP_003723217.1	CBZ36960.1	KEG14315.1	KAG5496279.1	KAG5470622.1	KAG5470206.1	KPA84795.1	ORC88250.1
9	9	0.319	*	CCW69106.1	XP_001561926.1	CBZ31574.1	KEG08661.1	KAG5511474.1	KAG5487116.1	KAG5487671.1	KPA73382.1	ORC86623.1
9	9	0.317	*	CCW66662.1	XP_001563070.1	CBZ32418.1	KEG07704.1	KAG5509820.1	KAG5484459.1	KAG5484839.1	KPA75820.1	ORC85806.1
9	9	0.316	*	CCW66892.1	XP_001568921.1	CBZ38732.1	KEG12909.1	KAG5490161.1	KAG5464116.1	KAG5464854.1	KPA81243.1	ORC85185.1
9	9	0.314	*	CCW66105.1	XP_001565271.1	CBZ34391.1	KEG08443.1	KAG5493010.1	KAG5477658.1	KAG5477894.1	KPA78992.1	ORC84624.1
9	9	0.314	*	CCW66261.1	XP_001566839.1	CBZ36239.1	KEG07551.1	KAG5498713.1	KAG5472436.1	KAG5472813.1	KPA83261.1	ORC90825.1
9	9	0.314	*	CCW71556.1	XP_001564195.1	CBZ33538.1	KEG12329.1	KAG5507040.1	KAG5480553.1	KAG5480881.1	KPA82696.1	ORC92467.1
9	9	0.314	KNH08378.1	CCW71065.1	XP_001565901.1	*	KEG10540.1	KAG5501483.1	KAG5475366.1	KAG5475625.1	KPA80966.1	ORC91725.1
9	9	0.313	*	CCW66420.1	XP_003723057.1	CBZ33724.1	KEG09281.1	KAG5506454.1	KAG5480011.1	KAG5480398.1	KPA75305.1	ORC89001.1
9	9	0.311	*	CCW66209.1	XP_001567900.1	CBZ37259.1	KEG08512.1	KAG5495072.1	KAG5469385.1	KAG5469032.1	KPA76652.1	ORC90567.1
9	9	0.311	*	CCW67367.1	XP_001566491.1	CBZ35877.1	KEG12019.1	KAG5490406.1	KAG5473806.1	KAG5473526.1	KPA80505.1	ORC90203.1
9	9	0.311	*	CCW69555.1	XP_001562631.1	CBZ31974.1	KEG12928.1	KAG5510516.1	KAG5485450.1	KAG5485998.1	KPA77438.1	ORC86040.1
9	9	0.311	*	CCW70961.1	XP_001565741.1	CBZ34797.1	KEG13276.1	KAG5502896.1	KAG5477039.1	KAG5477300.1	KPA79648.1	ORC89657.1
9	9	0.31	*	CCW71785.1	XP_001563700.1	CBZ33077.1	KEG10810.1	KAG5508806.1	KAG5482022.1	KAG5482379.1	KPA77917.1	ORC89911.1
9	9	0.308	*	CCW66268.1	XP_001564946.1	CBZ34061.1	KEG09553.1	KAG5504912.1	KAG5479032.1	KAG5479185.1	KPA85619.1	ORC87879.1
9	9	0.306	*	CCW68804.1	XP_001568139.1	CBZ37931.1	KEG11988.1	KAG5492445.1	KAG5466613.1	KAG5466062.1	KPA85864.1	ORC84712.1
9	9	0.305	*	CCW67570.1	XP_001561738.1	CBZ31386.1	KEG13389.1	KAG5511645.1	KAG5487483.1	KAG5487828.1	KPA75524.1	ORC85436.1
9	9	0.305	*	CCW69608.1	XP_001564046.1	CBZ33421.1	KEG15151.1	KAG5507650.1	KAG5481083.1	KAG5481405.1	KPA78602.1	ORC92708.1
9	9	0.304	*	CCW65940.1	XP_001565464.2	CBZ34588.1	KEG09448.1	KAG5503535.1	KAG5477850.1	KAG5478087.1	KPA79295.1	ORC88841.1
9	9	0.304	*	CCW70356.1	XP_001564920.1	CBZ33975.1	KEG13222.1	KAG5505790.1	KAG5479477.1	KAG5479864.1	KPA78326.1	ORC84195.1
9	9	0.303	*	CCW67341.1	XP_001566523.2	CBZ35908.1	KEG13812.1	KAG5490379.1	KAG5473832.1	KAG5473552.1	KPA80549.1	ORC90235.1
9	9	0.3	*	CCW70221.1	XP_001562262.1	CBZ34913.1	KEG11222.1	KAG5501786.1	KAG5476329.1	KAG5476052.1	KPA86725.1	ORC87664.1
9	9	0.299	*	CCW69795.1	XP_001563315.2	CBZ32682.1	KEG07156.1	KAG5509357.1	KAG5483281.1	KAG5483695.1	KPA77172.1	ORC86357.1
9	9	0.297	*	CCW66548.1	XP_003722988.1	CBZ37690.1	KEG12341.1	KAG5493970.1	KAG5468277.1	KAG5467876.1	KPA82288.1	ORC93628.1
9	9	0.296	*	CCW66731.1	XP_001562760.2	CBZ32107.1	KEG11997.1	KAG5510607.1	KAG5485573.1	KAG5486127.1	KPA77721.1	ORC84335.1
9	9	0.296	*	CCW68524.1	XP_001562084.2	CBZ31867.1	KEG08795.1	KAG5498510.1	KAG5485751.1	KAG5486427.1	KPA74774.1	ORC86429.1
9	9	0.296	*	CCW70599.1	XP_001567469.1	CBZ36839.1	KEG12988.1	KAG5496164.1	KAG5470502.1	KAG5470080.1	KPA84626.1	ORC88390.1
9	9	0.295	*	CCW70870.1	XP_001565552.1	CBZ34683.1	KEG09242.1	KAG5502780.1	KAG5476916.1	KAG5477177.1	KPA79456.1	ORC91823.1
9	9	0.294	*	CCW68314.1	XP_001565187.1	CBZ34317.1	KEG10611.1	KAG5504428.1	KAG5478713.1	KAG5478517.1	KPA83910.1	ORC89174.1
9	9	0.292	*	CCW66437.1	XP_001564608.1	CBZ37825.1	KEG10633.1	KAG5494097.1	KAG5468416.1	KAG5468009.1	KPA82471.1	ORC93780.1
9	9	0.292	*	CCW68430.1	XP_001567726.1	CBZ37096.1	KEG12455.1	KAG5496416.1	KAG5470761.1	KAG5470348.1	KPA84993.1	ORC87447.1
9	9	0.291	*	CCW70330.1	XP_001564837.1	CBZ33947.1	KEG08361.1	KAG5505762.1	KAG5479449.1	KAG5479835.1	KPA78283.1	ORC89521.1
9	9	0.291	*	CCW71172.1	XP_003722945.1	CBZ31697.1	KEG10239.1	KAG5511237.1	KAG5486763.1	KAG5487328.1	KPA83737.1	ORC81757.1
9	9	0.288	*	CCW69150.1	XP_001564017.1	CBZ33393.1	KEG15166.1	KAG5507624.1	KAG5481057.1	KAG5481378.1	KPA78568.1	ORC92681.1
9	9	0.288	*	CCW69446.1	XP_001568349.1	CBZ38149.1	KEG10706.1	KAG5492663.1	KAG5466826.1	KAG5466281.1	KPA86221.1	ORC92230.1
9	9	0.287	*	CCW65935.1	XP_001565469.1	CBZ34593.1	KEG09453.1	KAG5503540.1	KAG5477855.1	KAG5478092.1	KPA79302.1	ORC88846.1
9	9	0.285	*	CCW70887.1	XP_001565558.2	CBZ34701.1	KEG14200.1	KAG5502799.1	KAG5476935.1	KAG5477196.1	KPA79481.1	ORC91801.1
9	9	0.281	*	CCW66243.1	XP_001567946.1	CBZ37303.1	KEG12106.1	KAG5495122.1	KAG5469433.1	KAG5469074.1	KPA81189.1	ORC90614.1
9	9	0.28	*	CCW67351.1	XP_001566512.1	CBZ35896.1	KEG12540.1	KAG5490390.1	KAG5473821.1	KAG5473541.1	KPA80531.1	ORC90222.1
9	9	0.279	*	CCW69239.1	XP_001569035.1	CBZ38848.1	KEG07597.1	KAG5490284.1	KAG5464240.1	KAG5464975.1	KPA81417.1	ORC91475.1
9	9	0.279	*	CCW70189.1	XP_001562305.2	CBZ34958.1	KEG07398.1	KAG5501826.1	KAG5476375.1	KAG5476097.1	KPA86791.1	ORC87617.1
9	9	0.278	*	CCW68101.1	XP_001566859.1	CBZ36260.1	KEG15620.1	KAG5498733.1	KAG5472457.1	KAG5472834.1	KPA83301.1	ORC90837.1
9	9	0.277	*	CCW69231.1	XP_001569044.1	CBZ38858.1	KEG07770.1	KAG5490558.1	KAG5464251.1	KAG5464986.1	KPA81433.1	ORC91382.1
9	9	0.275	*	CCW67316.1	XP_001566542.1	CBZ35939.1	KEG11751.1	KAG5490352.1	KAG5473856.1	KAG5473578.1	KPA80596.1	ORC90272.1
9	9	0.275	*	CCW69451.1	XP_003723228.1	CBZ38155.1	KEG10918.1	KAG5492669.1	KAG5466832.1	KAG5466287.1	KPA86229.1	ORC92224.1
9	9	0.274	*	CCW71194.1	XP_001562015.1	CBZ31670.1	KEG12232.1	KAG5511210.1	KAG5486738.1	KAG5487301.1	KPA83694.1	ORC85312.1
9	9	0.269	*	CCW67967.1	XP_001566697.1	CBZ36080.1	KEG11269.1	KAG5498567.1	KAG5472278.1	KAG5472657.1	KPA83036.1	ORC91025.1
